timestamp,symbol,side,entry,tp,sl,status,exit_price,pnl,timeframe
2025-07-21 19:29:39.543902+02:00,CFXUSDT,sell,0.21777,0.1954764285714285,0.2400635714285714,open,,,1d
2025-07-23 15:11:07.501501+02:00,TSTUSDT,buy,0.0432,0.055395714285714284,0.031004285714285717,open,,,1w
